productTitle,originalPrice,price,sold,tagText,price_clean,original_price_clean,has_discount,discount_pct,free_shipping,category,title_length,title_word_count,price_tier,category_encoded,price_tier_encoded,log_price
"Dresser with 9 Drawers for Bedroom Fabric Storage Tower, Organizer Unit Sturdy Steel Frame, Wooden Top & Easy Pull",$103.62,$47.31,3,Free shipping,47.31,103.62,True,54.34279096699479,1,Bed,114,19,Budget (<$50),0,0,3.8776385785663154
"Shoe rack parent-child shoe storage bench with cushion, black entryway storage bench, front door entrance",,$49.49,1,Free shipping,49.49,,False,0.0,1,Other,105,15,Budget (<$50),5,0,3.921775296870824
"Fireplace Retro TV Stand for 65 inch TV, TV Console Cabinet with Storage, Open Shelves Entertainment Center for Living Room",,$212.86,2,Free shipping,212.86,,False,0.0,1,Cabinet,123,20,Premium ($150-300),1,2,5.365321595328511
"LED Bed Frame with 4 Storage Drawers, Built in Charging Station, Noise-Free/Metal Support/No Box Spring Needed, Bed Frame",$322.47,$187.48,8,Free shipping,187.48,322.47,True,41.8612584116352,1,Bed,121,18,Premium ($150-300),0,2,5.238991900463222
"King Bed Frame with Velvet Upholstered Deep Button Tufted Wingback Headboard and Footboard, No Box Spring Needed, King Bed Frame",,$251.04,1,Free shipping,251.04,,False,0.0,1,Bed,128,20,Premium ($150-300),0,2,5.529587805073855
Modern Nightstand with Drawers Tall Bed End Table Bedside Table for Bedroom Living Room Bed Side Table Night Stand with Storage ,,$47.92,2,Free shipping,47.92,,False,0.0,1,Table,128,21,Budget (<$50),9,0,3.890186310818972
"Nightstands Set of 2 with LED Lights and Charging Station,End Table with 2 Fabric Storage Drawers and Shelves, Modern Side Table",,$60.14,2,Free shipping,60.14,,False,0.0,1,Table,128,21,Mid-Range ($50-150),9,1,4.113166316462689
Mobile Coffee Table Bamboo Rattan Eco-Friendly Craft Log Style Foldable Nightstand Coffee Table Living Room Desk,$60.26,$33.79,1,Free shipping,33.79,60.26,True,43.92631928310654,1,Table,112,16,Budget (<$50),9,0,3.5493299891638506
"Full Size Bed Frame with 3 Drawers Upholstered Beds Frames with Headboard,No-Noise, Beige Full Bed Frame",,$219.63,0,Free shipping,219.63,,False,0.0,1,Bed,104,16,Premium ($150-300),0,2,5.396487090320281
"Faux Leather Dining Chairs, Button Tufted Dining Room Chairs with Rubber Wood Legs, Mid-Century Accent Dinner Chair",,$80.76,0,Free shipping,80.76,,False,0.0,1,Chair,115,17,Mid-Range ($50-150),2,1,4.403788126455394
"Computer Desk with Keyboard Tray and CPU Stand, 31.5 Inches Studying Writing Desk Workstation for Home Office",,$44.53,2,Free shipping,44.53,,False,0.0,1,Desk,109,17,Budget (<$50),3,0,3.818371449346691
"6 Drawer Double Dresser, White Dresser, Modern 6 Chest of Drawers with Deep Drawers, Wide Storage Organizer Cabinet",,$149.47,2,Free shipping,149.47,,False,0.0,1,Dresser,115,18,Mid-Range ($50-150),4,1,5.013763728770787
"4 Drawer Nightstand with Shelf, Tall Black Dresser for Bedroom with Led Light and Charging Station, Bed Side Table, Living Room,",,$56.16,11,Free shipping,56.16,,False,0.0,1,Table,128,21,Mid-Range ($50-150),9,1,4.045854353061666
"Makeup Vanity with Lights, Vanity Desk with Charging Station, Black Vanity Table with 10 Light Bulbs Mirror & 3 Lighting Modes",,$141.05,0,Free shipping,141.05,,False,0.0,1,Table,126,21,Mid-Range ($50-150),9,1,4.956179108300197
Intelligent Bedside Table With Narrow Simple Led Ultra Narrow Smart Bedsides Cabinet With Wireless USB Charging Bedside Table,$108.54,$56.36,47,Free shipping,56.36,108.54,True,48.07444260180579,1,Table,125,18,Mid-Range ($50-150),9,1,4.0493471962913645
"Corner Vanity Desk with Lighted Mirror, Makeup Vanity with Lights and Charging Station, Vanity Set with Mirror and Storage Stool",,$172.94,2,Free shipping,172.94,,False,0.0,1,Desk,128,20,Premium ($150-300),3,2,5.158710412161619
"Buffet with Storage, 55.1-Inch Sideboard Buffet, Kitchen Cabinet Display Cabinet with 2 Drawers and 4 Doors",,$172.51,2,Free shipping,172.51,,False,0.0,1,Cabinet,107,16,Premium ($150-300),1,2,5.156235234613581
"TV Stands, Entertainment Center with Storage Drawer, Black with Power Outlets and LED Lights, TV Stands",,$157.75,2,Free shipping,157.75,,False,0.0,1,Other,103,16,Premium ($150-300),5,2,5.067330637772801
Luxury Minimalist Makeup Vanity Stool Butterfly Backrest Chair w/Velvet Cushion for Bedroom Dining Room Deep Pink/Light Pink,,$28.75,38,Free shipping,28.75,,False,0.0,1,Chair,124,17,Budget (<$50),2,0,3.392829131991639
"Tall Platform Bed Frame with 4 Storage Drawers, PU Leather Upholstered Queen Bed Frame",,$287.38,0,Free shipping,287.38,,False,0.0,1,Bed,86,14,Premium ($150-300),0,2,5.6642790548785005
"Nightstands Set of 2, Night Stands with Charging Station & LED Light Strips, Bedside Tables with Drawer, Side Tables Bedroom",,$82.18,1,Free shipping,82.18,,False,0.0,1,Table,124,20,Mid-Range ($50-150),9,1,4.421006934314765
"6 Drawer Double Dresser For Bedroom, Functional Bedroom Dresser Chest of Drawers 16"" D x 47.25"" W x 28.25"" H",,$147.36,0,Free shipping,147.36,,False,0.0,1,Bed,108,20,Mid-Range ($50-150),0,1,4.9996417526213905
"Dining Chairs Set of 4, Round Upholstered Dining Chairs with Black Metal Legs, Modern Dining Room Chairs",,$268.85,0,Free shipping,268.85,,False,0.0,1,Chair,104,17,Premium ($150-300),2,2,5.597866249064652
Portable Wardrobe Closet Heavy Duty Hanger Freestanding Closet Metal Hanger with 4 Hanging Rods Adjustable Wardrobe Shelf,$10.95,$0.99,2,Free shipping,0.99,10.95,True,90.95890410958903,1,Table,121,17,Budget (<$50),9,0,0.688134638736401
Dresser for Bedroom With 8 Drawer Dressing Table TV Stand Dressers Chest of Drawers for Living Room Hallway Entryway White the,,$187.88,34,Free shipping,187.88,,False,0.0,1,Table,126,21,Premium ($150-300),9,2,5.2411118927772575
Seventable TV Stand with Mount and Power Outlet 43 Swivel TV Stand Mount for 32/45/55/60/65/70 inch TVs,,$97.27,1,Free shipping,97.27,,False,0.0,1,Table,103,17,Mid-Range ($50-150),9,1,4.587718792374336
"Nightstand 3 Drawers with Open Storage,Side Tables Bedroom with Charging Station,Bedside Table with Drawers,White",$106.66,$47.33,4,Free shipping,47.33,106.66,True,55.625351584474025,1,Table,113,14,Budget (<$50),9,0,3.8780524858569927
"Dining Chair Set of 4, Mid Century Modern Faux Leather Dining Chair, Kitchen Side Comfy Chairs fits the curve of the human back",,$189.19,0,Free shipping,189.19,,False,0.0,1,Chair,127,23,Premium ($150-300),2,2,5.24802357249357
"Swing for Patio and Garden, Heavy Swing Chair Bench with Outdoor Hanging Chain, Upgraded Patio Wooden Porch Swing",,$143.83,0,Free shipping,143.83,,False,0.0,1,Chair,113,18,Mid-Range ($50-150),2,1,4.975560640812765
Contemporary Glam and Luxe Navy Blue Velvet Fabric Upholstered and Gold Finished Metal Ottoman,,$26.5,1,Free shipping,26.5,,False,0.0,1,Other,94,14,Budget (<$50),5,0,3.3141860046725258
"Dining Table Set for 4, Modern Style Faux Marble Tabletop & 4 Blue Velvet Chairs for Dining Room, Kitchen,Breakfast Small Spaces",,$188.03,0,Free shipping,188.03,,False,0.0,1,Chair,128,21,Premium ($150-300),2,2,5.241905732622074
"Prepac Elite Storage Accent Cabinet with Panel Doors, Black Storage Cabinet, Bathroom Cabinet, Pantry Cabinet with 3 Shelves",,$154.5,3,Free shipping,154.5,,False,0.0,1,Cabinet,124,18,Premium ($150-300),1,2,5.0466457316192885
Commercial Grade Silver Metal Indoor-Outdoor Chair,,$139.63,0,Free shipping,139.63,,False,0.0,1,Chair,50,6,Mid-Range ($50-150),2,1,4.9461323278821565
"armocity 48'' Makeup Vanity with Hutch, Modern Bedroom Vanity with Charging Station and LED, Tall Vanity Table with Pegboard",,$187.95,3,Free shipping,187.95,,False,0.0,1,Table,124,19,Premium ($150-300),9,2,5.241482429795498
"Modern Dining Table, 63 inch Faux Marble Wood Kitchen Table for 6 People, Rectangular Dinner Room Table with Geometric Frame",,$171.76,2,Free shipping,171.76,,False,0.0,1,Table,124,20,Premium ($150-300),9,2,5.1519033480925005
"Full Size Bed Frame with 4 Drawers and LED Light, Charge Station, PU Leather Upholstered Platform Storage Bed",,$261.54,7,Free shipping,261.54,,False,0.0,1,Bed,109,18,Premium ($150-300),0,2,5.570403451375261
"King Size with 4 Storage Drawers and Headboard, Square Stitched Button Tufted, Upholstered Platform Bed Frame",,$143.93,1,Free shipping,143.93,,False,0.0,1,Bed,109,16,Mid-Range ($50-150),0,1,4.976250867234425
"Metal Storage Cabinets Locker with Lock Door, 72'' Clothing Coat Steel Storage Freestanding Wardrobe for Office,",,$136.66,0,Free shipping,136.66,,False,0.0,1,Cabinet,112,16,Mid-Range ($50-150),1,1,4.924786876970218
"Furinno JAYA Large Entertainment Stand for TV Up to 55 Inch, Blackwood",$94.03,$50.42,10,Free shipping,50.42,94.03,True,46.37881527172179,1,Other,70,12,Mid-Range ($50-150),5,1,3.9400272018377436
"Adjustable Metal Wire Shelving, Expandable Organization System,Wardrobe Closet for Home Closet/Pantry/Laundry/Mudroom/Bederoom",,$245.91,3,Free shipping,245.91,,False,0.0,1,Table,126,11,Premium ($150-300),9,2,5.5090238977585635
Gaming Chair with Footrest and Massage Lumbar Support with 360°Swivel and Headrest for Office or Bedroom,,$102.19,8,Free shipping,102.19,,False,0.0,1,Chair,104,16,Mid-Range ($50-150),2,1,4.636571949127623
"White Mid Century Modern Nightstand, Wood End Table for Living Room, Bed Side Table, Night Stand with Drawer, Sturdy",,$27.93,5,Free shipping,27.93,,False,0.0,1,Table,116,19,Budget (<$50),9,0,3.3648791189880436
"sofasSet, Modular Sectional Sofa with Reversible Chaises,Square Armrests and Comfortable Padded Backrests, L Shaped Corner Sofá",$424.33,$248.6,16,Free shipping,248.6,424.33,True,41.41352249428511,1,Table,127,16,Premium ($150-300),9,2,5.519859636495273
Modern Neck Drawer Cab Bedside Table Narrow Neck Drawer Two-Step Bed Looks Wood Mini Collar Shoppers,,$12.11,2,+Shipping: $94.92,12.11,,False,0.0,0,Table,100,16,Budget (<$50),9,0,2.5733752977756086
"Modern 4 Drawer Dresser with Cut-Out Handles, Accent Storage Cabinet for Living Room, Entryway, Hallway, White",$204.02,$96.01,1,Free shipping,96.01,204.02,True,52.940888148220765,1,Dresser,110,16,Mid-Range ($50-150),4,1,4.574814065973192
"Home Mesh Office ,Ergonomic Desk ,Mid Back Computer ,Task Rolling Swivel Chair, Lumbar Support Arms Modern Executive",$72,$40.08,4,Free shipping,40.08,72.0,True,44.333333333333336,1,Chair,116,17,Budget (<$50),2,0,3.7155213850603577
"Vanity Desk with Lights, Makeup Vanity with Mirror, Dressing Table with 4 Drawers&Storage Shelves, White",,$144.62,7,Free shipping,144.62,,False,0.0,1,Table,104,15,Mid-Range ($50-150),9,1,4.981000488966565
"Portable Closet Wardrobe for Hanging Clothes with 2 Hanging Rods and 8 Storage Organizer Shelves,Sturdy Large Wardrobe Clo",$58.86,$23.43,1,Free shipping,23.43,58.86,True,60.19367991845056,1,Table,122,18,Budget (<$50),9,0,3.195811885269649
"Bed Frame Twin Size with Lift Up Storage, Charging Station & LED Lights, Storage, No Box Spring Needed, Easy Assembly, Twin Bed",,$235.34,0,Free shipping,235.34,,False,0.0,1,Bed,127,22,Premium ($150-300),0,2,5.46527144621087
"Convertible Sectional 3 L-Shaped Couch Soft Seat with Modern Linen Fabric, Space-Saving Sofas for Living Room, Apartment, 70''",$363.64,$215.68,1,Free shipping,215.68,363.64,True,40.68859311406886,1,Sofa,126,18,Premium ($150-300),7,2,5.378421610789698
Pack of 12 Shoe Storage Organizers Shoes Organizer Shoerack Sneakers Stackable Clear Plastic Boxes for Closet Free Shipping Room,,$38.59,15,Free shipping,38.59,,False,0.0,1,Other,128,19,Budget (<$50),5,0,3.678576561118039
"Queen Bed Frame, with 3 Drawers Storage Headboard and Charging Station,Upholstered Platform Bed",$411.94,$199.97,3,Free shipping,199.97,411.94,True,51.45652279458174,1,Bed,95,13,Premium ($150-300),0,2,5.303155643188286
VIPEK V12 Mini Rolling Clothes Rack Heavy Duty Clothing Rack for Hanging Clothes Adjustable Metal Wire Shelving Portable Closet,,$71.75,0,Free shipping,71.75,,False,0.0,1,Table,127,19,Mid-Range ($50-150),9,1,4.287028906051602
"Metal platform bed frame, vintage wood headboard, heavy-duty metal slats support,platform mattress base,no need for a box spring",,$82.82,15,Free shipping,82.82,,False,0.0,1,Bed,128,18,Mid-Range ($50-150),0,1,4.4286716424969255
"Prepac Elite 32"" Storage Cabinet, White Storage Cabinet, Base Cabinet, Bathroom Cabinet with 1 Adjustable Shelf",,$106.15,2,Free shipping,106.15,,False,0.0,1,Table,111,16,Mid-Range ($50-150),9,1,4.674229721919586
"Dresser for Bedroom with LED, Bedroom Dressers & Chests of Drawers, Tall Dresser with 5 Wood Drawers and Metal Handles 48.4"" H",,$141.05,2,Free shipping,141.05,,False,0.0,1,Bed,126,22,Mid-Range ($50-150),0,1,4.956179108300197
"Sectional Sofa Right Hand Facing Velvet Button Tufted, L Shape Chaise with Nail Head Detail, Sofa",,$468.71,0,Free shipping,468.71,,False,0.0,1,Sofa,97,16,Luxury ($300+),7,3,6.152115482991541
"Vabches Vanity Desk with Mirror and Lights, Vanity Table Makeup with Lights 3 Drawers and Cabinets Vanity Desk",,$173.25,0,Free shipping,173.25,,False,0.0,1,Table,110,18,Premium ($150-300),9,2,5.160491049640633
Black Wardrobe In Order Tidy Rails Closet Rod - Space-Saving And Durable ABS Clothes Pull Easy To Assemble Easy To Clean,,$12.79,1,Free shipping,12.79,,False,0.0,1,Wardrobe,120,21,Budget (<$50),10,0,2.6239436918052106
"Criss Cross Chair with Wheels, Cross Legged Office Chair Armless Wide Desk Chair with Dual-Purpose Base",$136.53,$55.57,1,Free shipping,55.57,136.53,True,59.29832271295686,1,Chair,103,16,Mid-Range ($50-150),2,1,4.035478809355064
"Bed Frame, Velvet Upholstered, Headboard and Headboard with Rolling Wing Back, No Springs Required, Easy To Assemble, Bed Frame",$744.64,$366.32,9,Free shipping,366.32,744.64,True,50.80575848732274,1,Bed,127,19,Luxury ($300+),0,3,5.906233402745322
"9 Drawer Dresser with LED Light, Modern Chest of Drawers for Closet, Wide Organizer Cabinet for Bedroom, Living Room, Entryway",,$251.55,0,Free shipping,251.55,,False,0.0,1,Bed,126,20,Premium ($150-300),0,2,5.531609248914061
"Sweetcrispy Plus Home Office Chair, Desk Chair Leather Chair with Armrests, Adjustable Swivel Rolling Chair with Wheels",$116.35,$63.81,6,Free shipping,63.81,116.35,True,45.156854318865484,1,Chair,119,17,Mid-Range ($50-150),2,1,4.171459912439625
"5-layer drawer vanity, 43 inch wooden vanity drawer cabinet with large storage space for free shipping",,$114.08,3,Free shipping,114.08,,False,0.0,1,Cabinet,102,16,Mid-Range ($50-150),1,1,4.7456275386833475
"Ergonomic Office Chair,Office Computer Desk Chair with High Back Mesh and Adjustable Lumbar Support Rolling Work Swivel Chairs",,$96.37,22,Free shipping,96.37,,False,0.0,1,Chair,126,18,Mid-Range ($50-150),2,1,4.578518154990665
4 Door Sideboard Buffet Cabinet Kitchen Storage Cabinet with Rattan Decorated Console Table Boho Accent Liquor Cabinet,,$112.95,1,Free shipping,112.95,,False,0.0,1,Table,118,17,Mid-Range ($50-150),9,1,4.735759755691693
"Nightstand with Hutch and Charging Station, Nightstands with 3 for Bedrooms Set of 2, Bedside Table Nightstand",,$86.45,8,Free shipping,86.45,,False,0.0,1,Table,110,17,Mid-Range ($50-150),9,1,4.471067201464611
"Footstool, round bag ottoman padded bag footstool flooring pocket chair for living room pouch seat bedroom padded sofa footstool",,$50.61,2,Free shipping,50.61,,False,0.0,1,Chair,128,19,Mid-Range ($50-150),2,1,3.9437154521606357
LEEGOHOME Wardrobe 130cmx45x170cm 26mm Steel PipeAssembly Hanging Clothes Bold Simple Oxford Cloth Wardrobe,$33.34,$10.67,15,Free shipping,10.67,33.34,True,67.99640071985603,1,Wardrobe,107,13,Budget (<$50),10,0,2.4570214462984645
"Signature Design by Ashley Bolanburg Farmhouse Chair Side End Table with Outlets and USB Ports, Antique Cream & Brown",,$139.52,1,Free shipping,139.52,,False,0.0,1,Chair,117,19,Mid-Range ($50-150),2,1,4.945349827397626
"full size bed frame, Headboard with RGB LED lights and 2 storage drawers, Modern Upholstered Faux Leather Smart Platform Bed",,$245.57,7,Free shipping,245.57,,False,0.0,1,Bed,124,20,Premium ($150-300),0,2,5.507645928828518
"Bedstead Headboard with 2 Layers of Storage, Metal Platform Bed Frame with 4 Storage Drawers, Built-in Charging Station and LED",$369.84,$178.92,5,Free shipping,178.92,369.84,True,51.62232316677482,1,Bed,127,20,Premium ($150-300),0,2,5.19251230765106
"Adjustable Vanity Stool for Makeup Room, Black Faux Leather Chair, 360 ° Swivel Vanity Stool",$57.51,$33.11,2,Free shipping,33.11,57.51,True,42.42740392975134,1,Chair,92,15,Budget (<$50),2,0,3.5295905964305545
Portable round Folding Chair Accordion Chair Height Adjustment Simple Tool Elephant Swing Playground Queue Chair,$32.07,$12.28,10000,Free shipping,12.28,32.07,True,61.70876208294356,1,Chair,112,15,Budget (<$50),2,0,2.5862591440482876
Stylish and Comfortable Sofa Chair: Ins Giant Bean Bag with Soft Cotton and Linen Upholstery for Your Living Roo Small Lazy Sofa,,$51.06,2,"+Shipping: $1,097.18",51.06,,False,0.0,0,Chair,128,22,Mid-Range ($50-150),2,1,3.9523968995664194
Computer Chair Office Chair High Back Ergonomic Office Chair With Lumbar Support Adjustable Headrest 3D Armrest and Lumbar Gamer,,$93.85,27,Free shipping,93.85,,False,0.0,1,Chair,128,19,Mid-Range ($50-150),2,1,4.552296696381023
"Walker Edison Modern Scandinavian Fluted Door Kitchen Storage Sideboard Buffet Cabinet Console, 69 Inch, Coastal Oak/Black",,$242.21,2,Free shipping,242.21,,False,0.0,1,Cabinet,122,16,Premium ($150-300),1,2,5.493925267667725
"Kids Dresser with 10 Drawers - Storage Chest Organizer Unit Nightstand - Steel Frame, Wood Top, Tie-Dye Fabric Bins for Clothes",,$89.17,0,Free shipping,89.17,,False,0.0,1,Dresser,127,21,Mid-Range ($50-150),4,1,4.501696777511816
"Modern Living Room Sofa Table, Gold Console Table, 40 Inch Narrow Entry Table, Faux Marble White, Living Room Center Table",,$82.72,8,Free shipping,82.72,,False,0.0,1,Table,122,20,Mid-Range ($50-150),9,1,4.427477897577799
"Junior Loft Bed Twin Heavy Duty Twin Bed Frame with Full-Length Guardrail & Removable Stairs, No Box Spring Needed, Black Bed",,$152.5,2,Free shipping,152.5,,False,0.0,1,Bed,125,21,Premium ($150-300),0,2,5.033700567027251
"Office Chair, Modern Adjustable Faux Leather Swivel Offices Chairs with Wheels, Office Chair",$100.58,$54.35,7,Free shipping,54.35,100.58,True,45.963412209186714,1,Chair,92,13,Mid-Range ($50-150),2,1,4.013676659154646
"Monitor Stand for 13-32 inches Screens, Dual Monitor Mount Gas Spring, Dual Monitor Arm Full Motion Adjustable",$144.96,$66.68,900,Free shipping,66.68,144.96,True,54.001103752759384,1,Table,110,17,Mid-Range ($50-150),9,1,4.214790715297968
"Full Size Bed Frame with 4 Storage Drawers, Modern Upholstered Platform Bed with Adjustable Headboard,Button Tufted Bed Frame",,$175.57,8,Free shipping,175.57,,False,0.0,1,Table,125,18,Premium ($150-300),9,2,5.1737173983147065
White 2 Drawers Dresser with Top Cabinet Storage Nightstand End Bedside Table Storage Cabinet Chest of Drawers with Open Shelf,,$52.77,0,Free shipping,52.77,,False,0.0,1,Table,126,20,Mid-Range ($50-150),9,1,3.9847156908215866
Bay Window Tables Simple Bedroom Makeup Table Coffee Table Living Minimalist and Modern Multifunctional Small Dressing Tables,$47.19,$26.46,9,Free shipping,26.46,47.19,True,43.928798474253014,1,Table,125,17,Budget (<$50),9,0,3.312730400339825
"White Vanity Desk with Mirror, Lights and Charging Station - Large Makeup Table Set with RGB Cabinets and 3 LED Light Modes",,$229.7,0,Free shipping,229.7,,False,0.0,1,Table,123,22,Premium ($150-300),9,2,5.441118165179708
Stylish Shoe Rack Metal Simple Shoe Shelf Footwear Organizer Stand Holder Space-saving Black Shoe Shelf for Living Room,$32.72,$13.64,2000,Free shipping,13.64,32.72,True,58.31295843520782,1,Shelf,119,18,Budget (<$50),6,0,2.6837575085331657
"Bamboo metal platform bed frame with headboard, no springs required, easy to assemble, twin beds",$158.71,$73.35,8,Free shipping,73.35,158.71,True,53.783630521076184,1,Bed,96,15,Mid-Range ($50-150),0,1,4.308783672906164
"Boucle Mushroom Upholstered Storage Ottoman, Terracotta Bench Ottoman Foot Rest Stool for Bedroom Entryway Livin",,$44.75,0,Free shipping,44.75,,False,0.0,1,Bed,112,15,Budget (<$50),0,0,3.8231917917215306
"3 Drawer Sliding Barrel Modern Bedroom Nightstand, Pink",$47.9,$29.45,4,Free shipping,29.45,47.9,True,38.51774530271398,1,Bed,55,8,Budget (<$50),0,0,3.416085994155906
"Kitchen dining table, circular 47 inch gray farmhouse wooden dining table, living room (excluding chairs) dining room table",,$177.45,1,Free shipping,177.45,,False,0.0,1,Chair,123,18,Premium ($150-300),2,2,5.184308449936169
"YILQQPER Dresser for Bedroom TV Stand with Power Outlets and LED Light, 6 Drawers Dresser with Side Pockets & Hooks",$176.27,$83.9,16,Free shipping,83.9,176.27,True,52.4025642480286,1,Bed,115,20,Mid-Range ($50-150),0,1,4.441474093317302
Porch Swing Canopy Replacement Waterproof Swing Top Cover Garden Swing Seat Replacement Canopy Sun Shade Awning Cover,$10.82,$4.82,17,Free shipping,4.82,10.82,True,55.45286506469501,1,Other,117,17,Budget (<$50),5,0,1.7613002617433464
"Dresser for Bedroom,Farmhouse 8 DrawerTall Chest of Drawers,Chest of Drawers Organizer Storage,Wood Bedroom Dresser for Closet",,$357.4,1,Free shipping,357.4,,False,0.0,1,Bed,126,16,Luxury ($300+),0,3,5.881649681100775
"6 Drawer Dresser White Dresser, 51'' Tall Dresser White/Black and Gold Dresser with Exquisite Glass Door, Modern Dresser",,$159.57,3,Free shipping,159.57,,False,0.0,1,Dresser,120,18,Premium ($150-300),4,2,5.078729984561593
"Loft Bed Twin Size with Desk and Shelves for Teens Adult, with 2 Built-in Ladders, Power Outlet and LED Lighted, Loft Beds",,$253.22,0,Free shipping,253.22,,False,0.0,1,Bed,122,22,Premium ($150-300),0,2,5.538200033866523
"Coffee Table, Modern Style Coffee Tables for Living Room Marble Center Table with Storage 2 in 1Detachable Table Set,Grey Marble",,$67.96,0,Free shipping,67.96,,False,0.0,1,Table,128,20,Mid-Range ($50-150),9,1,4.233526626355437
"Dining Chairs Dining Room Chair Kitchen Chairs Set of 4 Dining Chairs Side for Home Kitchen Living Room ,Leather Brown",,$175.63,0,Free shipping,175.63,,False,0.0,1,Chair,118,20,Premium ($150-300),2,2,5.174057149167352
"Dresses 10 Drawers, Bedroom Chest of Drawers with Side Pockets and Hooks, Sturdy Steel-framed Vanity, PU Storage Dresses",$158.82,$67.38,2,Free shipping,67.38,158.82,True,57.57461276917265,1,Bed,120,18,Mid-Range ($50-150),0,1,4.2250803842111555
"71 ""Portable wardrobe storage rack with shelves",$21.69,$15.69,6,Free shipping,15.69,21.69,True,27.662517289073314,1,Table,47,7,Budget (<$50),9,0,2.8148097376737438
Adjustable Shoe Cabinet with Flip Drawers Organizer Waterproof Free Standing Shoe Rack Storage Compact Design Shoe Storage,,$61.65,0,Free shipping,61.65,,False,0.0,1,Table,122,17,Mid-Range ($50-150),9,1,4.137563681342077
"Bedroom dresser with 5 storage drawers, 48"" tall dresser chest of drawers fabric dresser, sturdy steel frame",,$38.07,6,Free shipping,38.07,,False,0.0,1,Bed,108,17,Budget (<$50),0,0,3.6653549090669792
"HODEDAH IMPORT 2 Door Wardrobe with Adjustable/Removable Shelves & Hanging Rod, Black",,$133.15,1,Free shipping,133.15,,False,0.0,1,Table,85,12,Mid-Range ($50-150),9,1,4.8989585768716335
"Dresser with Charging Station and LED Lights, Long Dresser for Bedroom Dresser TV Stand with 10 Drawers",,$102.97,2,Free shipping,102.97,,False,0.0,1,Bed,103,17,Mid-Range ($50-150),0,1,4.644102395989879
"King Size Bed Frame, 65"" Velvet Upholstered Bed Frame",$591.77,$349.06,20,Free shipping,349.06,591.77,True,41.01424539939503,1,Bed,53,9,Luxury ($300+),0,3,5.858104568362689
70 Inch Modern TV Stand Glass Doors Drawers Wood Media Console Solid Legs Entertainment Center Black Bedroom,,$125.35,0,Free shipping,125.35,,False,0.0,1,Bed,108,17,Mid-Range ($50-150),0,1,4.839055833834204
"Full/Queen/King size bed frame, Headboard with RGB LED lights and 2 storage drawers, Modern Upholstered Faux Leather Smart",,$228.06,2,Free shipping,228.06,,False,0.0,1,Bed,122,18,Premium ($150-300),0,2,5.43398397796957
Home Office Chair Ergonomic Desk Chairs Mesh Computer with Lumbar Support Armrest Rolling Swivel Adjustable Black,,$34,11,Free shipping,34.0,,False,0.0,1,Chair,113,16,Budget (<$50),2,0,3.5553480614894135
"Large Make up Vanity Desk with Mirror and Lights, Lights Mode and Brightness Adjusted by Touch Button, Built-in Power Strip",,$152.46,1,Free shipping,152.46,,False,0.0,1,Desk,123,20,Premium ($150-300),3,2,5.033439946749519
"Portable Wardrobe Closet Storage Organizer Large Capacity 20""Deep Portable Plastic Closet Armoire Collapsible Organizer Wardrobe",,$214.69,0,Free shipping,214.69,,False,0.0,1,Table,128,15,Premium ($150-300),9,2,5.3738421916342825
"LED TV Stand for Televisions up to 55 Inchs,Storage Drawer and Glass Shelf, TV Console Table for Living Room,Bedroom,White",,$89.4,2,Free shipping,89.4,,False,0.0,1,Table,122,19,Mid-Range ($50-150),9,1,4.504244267398131
Modern Dressing Table Chairs for Bedroom The Bedroom Dressing Stool Minimalist Vanity Chair Light Luxury Makeup Stool,,$29,1,+Shipping: $170.31,29.0,,False,0.0,0,Chair,117,17,Budget (<$50),2,0,3.4011973816621555
Creative Dice Chair Stool Fashionable Thickened Dice Rubik's Cube Stool Entrance Shoe Replacement Living Room Sofa Stool,$26.92,$9.07,2,Free shipping,9.07,26.92,True,66.3075780089153,1,Chair,120,17,Budget (<$50),2,0,2.309560706730471
Large Shoe Organizer Cabinet 9-Tier 40-46 Pairs Sneaker Holder with Dustproof Cover and Zipper High-Quality PP Sheets Shoe Rack,,$30.78,6,Free shipping,30.78,,False,0.0,1,Cabinet,127,19,Budget (<$50),1,0,3.45883716110857
"Dresser,15.7""D x 31.5""W x 35""H 35"" H Farmhouse Black Rattan , Polished,3 Drawer with Natural Rattan Spacious Chest of Drawers",,$174.09,1,Free shipping,174.09,,False,0.0,1,Dresser,125,20,Premium ($150-300),4,2,5.1653001274382255
"Nightstands Set of 2 with LED Lights and Charging Station,End Table with 2 Fabric Storage Drawers and Shelves, Modern Side Table",,$62.75,2,Free shipping,62.75,,False,0.0,1,Table,128,21,Mid-Range ($50-150),9,1,4.154969184038536
Dresser for Bedroom With 8 Drawer Dressing Table TV Stand Dressers Chest of Drawers for Living Room Hallway Entryway White the,$313.14,$181.88,5,Free shipping,181.88,313.14,True,41.91735326052245,1,Table,126,21,Premium ($150-300),9,2,5.2088302000465
"Egg Swing Chair with Stand, Rattan Wicker Hanging Egg Chair for Indoor Outdoor Bedroom Patio Hanging Basket Chair Hammock",,$117.79,13,Free shipping,117.79,,False,0.0,1,Chair,121,19,Mid-Range ($50-150),2,1,4.777357228301448
"Simple Design 2-Pack End Table Set Espresso Marble Pattern High Quality Rounded Corner Safe Fit Budget Space 20""x20""x19.6""",,$31.51,1,Free shipping,31.51,,False,0.0,1,Table,122,18,Budget (<$50),9,0,3.481547734315814
